Artist_Name,TotalSales,Track_Name,Media_Type,Country,Date
Caetano Veloso,0.99,Bem Devagar,MPEG audio file,USA,12/05/2010 00:00
Caetano Veloso,0.99,Carolina,MPEG audio file,Czech Republic,22/08/2011 00:00
Caetano Veloso,0.99,Eclipse Oculto,MPEG audio file,USA,12/05/2010 00:00
Caetano Veloso,0.99,Esse Cara,MPEG audio file,USA,11/01/2009 00:00
Caetano Veloso,0.99,Jorge Da Capadócia,MPEG audio file,Sweden,02/12/2012 00:00
Caetano Veloso,0.99,Linha Do Equador,MPEG audio file,Czech Republic,22/08/2011 00:00
Caetano Veloso,0.99,Mel,MPEG audio file,Sweden,02/12/2012 00:00
Caetano Veloso,0.99,Mel,MPEG audio file,USA,13/05/2010 00:00
Caetano Veloso,0.99,Odara,MPEG audio file,USA,13/05/2010 00:00
Caetano Veloso,0.99,Prenda Minha,MPEG audio file,Czech Republic,22/08/2011 00:00
Caetano Veloso,0.99,Saudosismo,MPEG audio file,USA,12/05/2010 00:00
Caetano Veloso,0.99,Sozinho,MPEG audio file,USA,13/05/2010 00:00
Caetano Veloso,0.99,Sozinho (Caêdrum 'n' Bass),MPEG audio file,USA,14/05/2010 00:00
Caetano Veloso,0.99,Sozinho (Hitmakers Classic Mix),MPEG audio file,Sweden,02/12/2012 00:00
Caetano Veloso,0.99,Terra,MPEG audio file,USA,12/05/2010 00:00
Caetano Veloso,0.99,"Texto ""Verdade Tropical""",MPEG audio file,Czech Republic,22/08/2011 00:00
Caetano Veloso,0.99,Vida Boa,MPEG audio file,Czech Republic,22/08/2011 00:00
Calexico,0.99,Slowness,Protected AAC audio file,Germany,29/03/2010 00:00
Chicago Symphony Orchestra & Fritz Reiner,0.99,"Scheherazade, Op. 35: I. The Sea and Sindbad's Ship",Protected AAC audio file,Chile,14/10/2012 00:00
Chicago Symphony Orchestra & Fritz Reiner,0.99,"Scheherazade, Op. 35: I. The Sea and Sindbad's Ship",Protected AAC audio file,Norway,29/06/2011 00:00
Chico Buarque,0.99,A Banda,MPEG audio file,France,01/02/2009 00:00
Chico Buarque,0.99,Apesar De Você,MPEG audio file,Sweden,02/12/2012 00:00
Chico Buarque,0.99,Atras Da Porta,MPEG audio file,Germany,01/02/2009 00:00
Chico Buarque,0.99,"Bye, Bye Brasil",MPEG audio file,Germany,19/01/2009 00:00
Chico Buarque,0.99,Com Açúcar E Com Afeto,MPEG audio file,France,02/02/2009 00:00
Chico Buarque,0.99,Construção / Deus Lhe Pague,MPEG audio file,USA,14/05/2010 00:00
Chico Buarque,0.99,Fora Da Ordem,MPEG audio file,India,30/09/2011 00:00
Chico Buarque,0.99,Geni E O Zepelim,MPEG audio file,Sweden,02/12/2012 00:00
Chico Buarque,0.99,Geni E O Zepelim,MPEG audio file,USA,14/05/2010 00:00
Chico Buarque,0.99,Gota D'água,MPEG audio file,France,02/02/2009 00:00
Chico Buarque,0.99,Menino Do Rio,MPEG audio file,France,07/01/2013 00:00
Chico Buarque,0.99,Meu Caro Amigo,MPEG audio file,Brazil,25/08/2011 00:00
Chico Buarque,0.99,Meu Caro Amigo,MPEG audio file,France,02/02/2009 00:00
Chico Buarque,0.99,Minha Historia,MPEG audio file,USA,14/05/2010 00:00
Chico Buarque,0.99,Morena De Angola,MPEG audio file,Brazil,25/08/2011 00:00
Chico Buarque,0.99,Morena De Angola,MPEG audio file,France,01/02/2009 00:00
Chico Buarque,0.99,O Leaozinho,MPEG audio file,Brazil,17/06/2010 00:00
Chico Buarque,0.99,O Que Será (À Flor Da Terra),MPEG audio file,USA,14/05/2010 00:00
Chico Buarque,0.99,Podres Poderes,MPEG audio file,Canada,09/03/2009 00:00
Chico Buarque,0.99,Queixa,MPEG audio file,Canada,09/03/2009 00:00
Chico Buarque,0.99,Samba De Orly,MPEG audio file,Sweden,02/12/2012 00:00
Chico Buarque,0.99,Samba De Orly,MPEG audio file,USA,14/05/2010 00:00
Chico Buarque,0.99,Tatuagem,MPEG audio file,Germany,01/02/2009 00:00
Chico Buarque,0.99,Trocando Em Miúdos,MPEG audio file,France,02/02/2009 00:00
Chico Buarque,0.99,Um Indio,MPEG audio file,India,30/09/2011 00:00
Chico Buarque,0.99,Vai Passar,MPEG audio file,Brazil,25/08/2011 00:00
Chico Buarque,0.99,Voce Nao Entende Nada - Cotidiano,MPEG audio file,Brazil,17/06/2010 00:00
Chico Science & Nação Zumbi,0.99,Amor De Muito,MPEG audio file,Brazil,25/08/2011 00:00
Chico Science & Nação Zumbi,0.99,Amor De Muito,MPEG audio file,Ireland,03/02/2009 00:00
Chico Science & Nação Zumbi,0.99,Banditismo Por Uma Questa,MPEG audio file,Brazil,25/08/2011 00:00
Chico Science & Nação Zumbi,0.99,Banditismo Por Uma Questa,MPEG audio file,Canada,17/05/2010 00:00
Chico Science & Nação Zumbi,0.99,Computadores Fazem Arte,MPEG audio file,Canada,17/05/2010 00:00
Chico Science & Nação Zumbi,0.99,Criança De Domingo,MPEG audio file,Canada,17/05/2010 00:00
Chico Science & Nação Zumbi,0.99,Da Lama Ao Caos,MPEG audio file,Canada,17/05/2010 00:00
Chico Science & Nação Zumbi,0.99,Etnia,MPEG audio file,Ireland,03/02/2009 00:00
Chico Science & Nação Zumbi,0.99,Interlude Zumbi,MPEG audio file,Brazil,07/12/2012 00:00
Chico Science & Nação Zumbi,0.99,Lixo Do Mangue,MPEG audio file,Brazil,07/12/2012 00:00
Chico Science & Nação Zumbi,0.99,Lixo Do Mangue,MPEG audio file,United Kingdom,06/02/2009 00:00
Chico Science & Nação Zumbi,0.99,Manguetown,MPEG audio file,Canada,17/05/2010 00:00
Chico Science & Nação Zumbi,0.99,Maracatu Atômico,MPEG audio file,Sweden,02/12/2012 00:00
Chico Science & Nação Zumbi,0.99,Maracatu Atômico [Trip Hop],MPEG audio file,Ireland,03/02/2009 00:00
Chico Science & Nação Zumbi,0.99,Maracatu De Tiro Certeiro,MPEG audio file,Brazil,25/08/2011 00:00
Chico Science & Nação Zumbi,0.99,Mateus Enter,MPEG audio file,Brazil,25/08/2011 00:00
Chico Science & Nação Zumbi,0.99,O Cidadão Do Mundo,MPEG audio file,Sweden,02/12/2012 00:00
Chico Science & Nação Zumbi,0.99,Rios Pontes & Overdrives,MPEG audio file,Brazil,07/12/2012 00:00
Chico Science & Nação Zumbi,0.99,Samba Do Lado,MPEG audio file,Brazil,25/08/2011 00:00
Chico Science & Nação Zumbi,0.99,Samba Do Lado,MPEG audio file,Ireland,03/02/2009 00:00
Chico Science & Nação Zumbi,0.99,Samba Makossa,MPEG audio file,United Kingdom,06/02/2009 00:00
Chico Science & Nação Zumbi,0.99,Sangue De Bairro,MPEG audio file,Ireland,03/02/2009 00:00
Chico Science & Nação Zumbi,0.99,Sobremesa,MPEG audio file,Ireland,03/02/2009 00:00
Chico Science & Nação Zumbi,0.99,Um Passeio No Mundo Livre,MPEG audio file,Canada,17/05/2010 00:00
Chico Science & Nação Zumbi,0.99,Um Satélite Na Cabeça,MPEG audio file,Brazil,25/08/2011 00:00
Chris Cornell,0.99,Billie Jean,Protected AAC audio file,France,06/10/2012 00:00
Chris Cornell,0.99,Disappearing Act,Protected AAC audio file,Norway,29/06/2011 00:00
Chris Cornell,0.99,Safe and Sound,Protected AAC audio file,Norway,29/06/2011 00:00
Chris Cornell,0.99,Scar On the Sky,Protected AAC audio file,USA,21/03/2010 00:00
Cidade Negra,0.99,A Cor Do Sol,MPEG audio file,Brazil,07/12/2012 00:00
Cidade Negra,0.99,A Cor Do Sol,MPEG audio file,United Kingdom,06/02/2009 00:00
Cidade Negra,0.99,Doutor,MPEG audio file,Brazil,07/12/2012 00:00
Cidade Negra,0.99,Eu Também Quero Beijar,MPEG audio file,USA,30/08/2011 00:00
Cidade Negra,0.99,Extra,MPEG audio file,Canada,17/05/2010 00:00
Cidade Negra,0.99,Falar A Verdade,MPEG audio file,USA,30/08/2011 00:00
Cidade Negra,0.99,Já Foi,MPEG audio file,United Kingdom,06/02/2009 00:00
Cidade Negra,0.99,Na Frente Da TV,MPEG audio file,France,22/05/2010 00:00
Cidade Negra,0.99,Pensamento,MPEG audio file,USA,30/08/2011 00:00
Cidade Negra,0.99,Podes Crer,MPEG audio file,Brazil,07/12/2012 00:00
Cidade Negra,0.99,Soldado Da Paz,MPEG audio file,USA,30/08/2011 00:00
Cidade Negra,0.99,Sábado A Noite,MPEG audio file,United Kingdom,06/02/2009 00:00
Cláudio Zoli,0.99,Amor Demais,MPEG audio file,France,22/05/2010 00:00
Cláudio Zoli,0.99,Felicidade Urgente,MPEG audio file,USA,30/08/2011 00:00
Cláudio Zoli,0.99,Linha Do Equador,MPEG audio file,Brazil,07/12/2012 00:00
Cláudio Zoli,0.99,Linha Do Equador,MPEG audio file,United Kingdom,06/02/2009 00:00
Cláudio Zoli,0.99,Livre Pra Viver,MPEG audio file,United Kingdom,06/02/2009 00:00
Creedence Clearwater Revival,0.99,(Wish I Could) Hideaway,MPEG audio file,France,15/07/2010 00:00
Creedence Clearwater Revival,0.99,Bad Moon Rising,MPEG audio file,USA,23/10/2011 00:00
Creedence Clearwater Revival,0.99,Before You Accuse Me,MPEG audio file,India,05/04/2009 00:00
Creedence Clearwater Revival,0.99,Born On The Bayou,MPEG audio file,France,15/07/2010 00:00
Creedence Clearwater Revival,0.99,Born To Move,MPEG audio file,Norway,06/04/2009 00:00
Creedence Clearwater Revival,0.99,Commotion,MPEG audio file,Denmark,02/02/2013 00:00
Creedence Clearwater Revival,0.99,Commotion,MPEG audio file,France,14/07/2010 00:00
Creedence Clearwater Revival,0.99,Cotton Fields,MPEG audio file,India,05/04/2009 00:00
Creedence Clearwater Revival,0.99,Don't Look Now,MPEG audio file,Canada,26/10/2011 00:00
Creedence Clearwater Revival,0.99,Don't Look Now,MPEG audio file,India,05/04/2009 00:00
Creedence Clearwater Revival,0.99,Down On The Corner,MPEG audio file,USA,23/10/2011 00:00
Creedence Clearwater Revival,0.99,Fortunate Son,MPEG audio file,France,14/07/2010 00:00
Creedence Clearwater Revival,0.99,Good Golly Miss Molly,MPEG audio file,Canada,26/10/2011 00:00
Creedence Clearwater Revival,0.99,Good Golly Miss Molly,MPEG audio file,Chile,04/04/2009 00:00
Creedence Clearwater Revival,0.99,Green River,MPEG audio file,France,14/03/2009 00:00
Creedence Clearwater Revival,0.99,Hey Tonight,MPEG audio file,Canada,26/10/2011 00:00
Creedence Clearwater Revival,0.99,It's Just A Thought,MPEG audio file,Canada,26/10/2011 00:00
Creedence Clearwater Revival,0.99,Lodi,MPEG audio file,France,14/07/2010 00:00
Creedence Clearwater Revival,0.99,Long As I Can See The Light,MPEG audio file,France,15/07/2010 00:00
Creedence Clearwater Revival,0.99,Molina,MPEG audio file,Denmark,02/02/2013 00:00
Creedence Clearwater Revival,0.99,Night Time Is The Right Time,MPEG audio file,France,15/07/2010 00:00
Creedence Clearwater Revival,0.99,Pagan Baby,MPEG audio file,India,05/04/2009 00:00
Creedence Clearwater Revival,0.99,Proud Mary,MPEG audio file,Germany,13/07/2010 00:00
Creedence Clearwater Revival,0.99,Run Through The Jungle,MPEG audio file,Denmark,02/02/2013 00:00
Creedence Clearwater Revival,0.99,Someday Never Comes,MPEG audio file,United Kingdom,22/03/2009 00:00
Creedence Clearwater Revival,0.99,Susie Q,MPEG audio file,Denmark,02/02/2013 00:00
Creedence Clearwater Revival,0.99,Susie Q,MPEG audio file,Germany,13/07/2010 00:00
Creedence Clearwater Revival,0.99,"Suzie-Q, Pt. 2",MPEG audio file,Australia,04/04/2009 00:00
Creedence Clearwater Revival,0.99,Sweet Hitch-Hiker,MPEG audio file,Denmark,02/02/2013 00:00
Creedence Clearwater Revival,0.99,Sweet Hitch-Hiker,MPEG audio file,France,15/07/2010 00:00
Creedence Clearwater Revival,0.99,The Midnight Special,MPEG audio file,Denmark,02/02/2013 00:00
Creedence Clearwater Revival,0.99,The Midnight Special,MPEG audio file,France,15/07/2010 00:00
Creedence Clearwater Revival,0.99,Tombstone Shadow,MPEG audio file,Denmark,02/02/2013 00:00
Creedence Clearwater Revival,0.99,Up Around The Bend,MPEG audio file,USA,23/10/2011 00:00
Creedence Clearwater Revival,0.99,Walking On The Water,MPEG audio file,Australia,04/04/2009 00:00
Creedence Clearwater Revival,0.99,Who'll Stop The Rain,MPEG audio file,France,14/07/2010 00:00
Creedence Clearwater Revival,0.99,Wrote A Song For Everyone,MPEG audio file,Chile,04/04/2009 00:00
Cássia Eller,0.99,Admirável Gado Novo,MPEG audio file,Brazil,09/04/2009 00:00
Cássia Eller,0.99,Brasil,MPEG audio file,Canada,26/10/2011 00:00
Cássia Eller,0.99,Brasil,MPEG audio file,Norway,06/04/2009 00:00
Cássia Eller,0.99,Coroné Antonio Bento,MPEG audio file,Norway,06/04/2009 00:00
Cássia Eller,0.99,E.C.T.,MPEG audio file,Poland,18/07/2010 00:00
Cássia Eller,0.99,Eleanor Rigby,MPEG audio file,Poland,18/07/2010 00:00
Cássia Eller,0.99,Eu Sou Neguinha (Ao Vivo),MPEG audio file,Denmark,02/02/2013 00:00
Cássia Eller,0.99,Gatas Extraordinárias,MPEG audio file,Poland,18/07/2010 00:00
Cássia Eller,0.99,Metrô. Linha 743,MPEG audio file,USA,07/02/2013 00:00
Cássia Eller,0.99,Meu Mundo Fica Completo (Com Você),MPEG audio file,Canada,26/10/2011 00:00
Cássia Eller,0.99,Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos),MPEG audio file,Brazil,09/04/2009 00:00
Cássia Eller,0.99,Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos),MPEG audio file,USA,07/02/2013 00:00
Cássia Eller,0.99,Música Urbana 2,MPEG audio file,Norway,06/04/2009 00:00
Cássia Eller,0.99,Não Sei O Que Eu Quero Da Vida,MPEG audio file,Poland,18/07/2010 00:00
Cássia Eller,0.99,Palavras Ao Vento,MPEG audio file,USA,07/02/2013 00:00
Cássia Eller,0.99,Smells Like Teen Spirit (Ao Vivo),MPEG audio file,Norway,06/04/2009 00:00
Cássia Eller,0.99,Socorro,MPEG audio file,Canada,26/10/2011 00:00
Cássia Eller,0.99,Todo Amor Que Houver Nesta Vida,MPEG audio file,Canada,26/10/2011 00:00
Cássia Eller,0.99,"Você Passa, Eu Acho Graça (Ao Vivo)",MPEG audio file,Poland,18/07/2010 00:00
Cássia Eller,0.99,Woman Is The Nigger Of The World (Ao Vivo),MPEG audio file,Canada,26/10/2011 00:00
Cássia Eller,0.99,Woman Is The Nigger Of The World (Ao Vivo),MPEG audio file,Norway,06/04/2009 00:00
David Coverdale,0.99,Cry For Love,MPEG audio file,Brazil,17/06/2010 00:00
David Coverdale,0.99,Don't You Cry,MPEG audio file,USA,06/03/2009 00:00
David Coverdale,0.99,Into The Light,MPEG audio file,Brazil,17/06/2010 00:00
David Coverdale,0.99,Living On Love,MPEG audio file,Spain,25/09/2011 00:00
David Coverdale,0.99,Living On Love,MPEG audio file,USA,06/03/2009 00:00
David Coverdale,0.99,River Song,MPEG audio file,Spain,25/09/2011 00:00
David Coverdale,0.99,Slave,MPEG audio file,France,07/01/2013 00:00
David Coverdale,0.99,Wherever You May Go,MPEG audio file,USA,06/03/2009 00:00
Deep Purple,0.99,A Touch Away,MPEG audio file,Germany,31/10/2011 00:00
Deep Purple,0.99,A Twist In The Tail,MPEG audio file,USA,14/04/2009 00:00
Deep Purple,0.99,Black Night,MPEG audio file,India,23/07/2010 00:00
Deep Purple,0.99,Cascades : I'm Not Your Lover,MPEG audio file,India,23/07/2010 00:00
Deep Purple,0.99,Child In Time,MPEG audio file,Brazil,09/04/2009 00:00
Deep Purple,0.99,Comin' Home,MPEG audio file,Poland,18/07/2010 00:00
Deep Purple,0.99,Drifter,MPEG audio file,Brazil,09/04/2009 00:00
Deep Purple,0.99,Flight Of The Rat,MPEG audio file,Poland,18/07/2010 00:00
Deep Purple,0.99,Fortuneteller,MPEG audio file,USA,14/04/2009 00:00
Deep Purple,0.99,Going Down / Highway Star,MPEG audio file,USA,22/06/2010 00:00
Deep Purple,0.99,Hey Cisco,MPEG audio file,USA,14/04/2009 00:00
Deep Purple,0.99,High Ball Shooter,MPEG audio file,USA,14/04/2009 00:00
Deep Purple,0.99,Hush,MPEG audio file,Germany,31/10/2011 00:00
Deep Purple,0.99,I Need Love,MPEG audio file,Germany,31/10/2011 00:00
Deep Purple,0.99,Into The Fire,MPEG audio file,Germany,31/10/2011 00:00
Deep Purple,0.99,King Of Dreams,MPEG audio file,USA,07/02/2013 00:00
Deep Purple,0.99,Knocking At Your Back Door,MPEG audio file,Brazil,09/04/2009 00:00
Deep Purple,0.99,Lick It Up,MPEG audio file,India,23/07/2010 00:00
Deep Purple,0.99,Love Child,MPEG audio file,Poland,18/07/2010 00:00
Deep Purple,0.99,Love Conquers All,MPEG audio file,Germany,31/10/2011 00:00
Deep Purple,0.99,Love Don't Mean a Thing,MPEG audio file,India,23/07/2010 00:00
Deep Purple,0.99,Maybe I'm A Leo,MPEG audio file,Brazil,09/04/2009 00:00
Deep Purple,0.99,Maybe I'm A Leo,MPEG audio file,USA,07/02/2013 00:00
Deep Purple,0.99,No No No,MPEG audio file,Brazil,09/04/2009 00:00
Deep Purple,0.99,No No No,MPEG audio file,USA,07/02/2013 00:00
Deep Purple,0.99,No One Came,MPEG audio file,Germany,31/10/2011 00:00
Deep Purple,0.99,Nobody's Home,MPEG audio file,USA,07/02/2013 00:00
Deep Purple,0.99,One Man's Meat,MPEG audio file,USA,07/02/2013 00:00
Deep Purple,0.99,Pictures Of Home,MPEG audio file,India,23/07/2010 00:00
Deep Purple,0.99,Ramshackle Man,MPEG audio file,Germany,31/10/2011 00:00
Deep Purple,0.99,Smoke On The Water,MPEG audio file,Canada,09/03/2009 00:00
Deep Purple,0.99,Smoke On The Water,MPEG audio file,France,07/01/2013 00:00
Deep Purple,0.99,Sometimes I Feel Like Screaming,MPEG audio file,USA,07/02/2013 00:00
Deep Purple,0.99,Space Truckin',MPEG audio file,Germany,31/10/2011 00:00
Deep Purple,0.99,Stormbringer,MPEG audio file,India,30/09/2011 00:00
Deep Purple,0.99,Stormbringer,MPEG audio file,USA,07/02/2013 00:00
Deep Purple,0.99,Strange Kind Of Woman,MPEG audio file,Poland,18/07/2010 00:00
Deep Purple,0.99,The Battle Rages On,MPEG audio file,USA,07/02/2013 00:00
Deep Purple,0.99,The Cut Runs Deep,MPEG audio file,India,23/07/2010 00:00
Deep Purple,0.99,The Unwritten Law,MPEG audio file,Brazil,09/04/2009 00:00
Deep Purple,0.99,Vavoom : Ted The Mechanic,MPEG audio file,Brazil,09/04/2009 00:00
Deep Purple,0.99,You Can't Do it Right (With the One You Love),MPEG audio file,Germany,31/10/2011 00:00
Deep Purple,0.99,You Fool No One,MPEG audio file,USA,22/06/2010 00:00
Deep Purple,0.99,You Keep On Moving,MPEG audio file,USA,07/02/2013 00:00
Def Leppard,0.99,Action,MPEG audio file,India,23/07/2010 00:00
Def Leppard,0.99,Animal,MPEG audio file,USA,14/04/2009 00:00
Def Leppard,0.99,Hysteria,MPEG audio file,USA,14/04/2009 00:00
Def Leppard,0.99,Pour Some Sugar On Me,MPEG audio file,India,23/07/2010 00:00
Def Leppard,0.99,Rock Of Ages,MPEG audio file,Germany,31/10/2011 00:00
Def Leppard,0.99,Two Steps Behind [Acoustic Version],MPEG audio file,Germany,31/10/2011 00:00
Def Leppard,0.99,When Love & Hate Collide,MPEG audio file,USA,07/02/2013 00:00
Dennis Chambers,0.99,"Baltimore, DC",MPEG audio file,USA,14/04/2009 00:00
Dennis Chambers,0.99,Groovus Interruptus,MPEG audio file,India,23/07/2010 00:00
Dennis Chambers,0.99,Otay,MPEG audio file,USA,07/02/2013 00:00
Dennis Chambers,0.99,Outbreak,MPEG audio file,Germany,31/10/2011 00:00
Djavan,0.99,Acelerou,MPEG audio file,France,02/03/2013 00:00
Djavan,0.99,Acelerou,MPEG audio file,India,23/07/2010 00:00
Djavan,0.99,Azul,MPEG audio file,Germany,01/03/2013 00:00
Djavan,0.99,Azul,MPEG audio file,India,23/07/2010 00:00
Djavan,0.99,Açai,MPEG audio file,Germany,01/03/2013 00:00
Djavan,0.99,Açai,MPEG audio file,USA,14/04/2009 00:00
Djavan,0.99,Cigano,MPEG audio file,India,23/07/2010 00:00
Djavan,0.99,Esquinas,MPEG audio file,Canada,28/02/2013 00:00
Djavan,0.99,Esquinas,MPEG audio file,USA,14/04/2009 00:00
Djavan,0.99,Flor De Lis,MPEG audio file,Germany,01/03/2013 00:00
Djavan,0.99,Lilás,MPEG audio file,Portugal,28/02/2013 00:00
Djavan,0.99,Nem Um Dia,MPEG audio file,Germany,01/03/2013 00:00
Djavan,0.99,Oceano,MPEG audio file,Germany,31/10/2011 00:00
Djavan,0.99,Se...,MPEG audio file,Canada,28/02/2013 00:00
Djavan,0.99,Um Amor Puro,MPEG audio file,Portugal,28/02/2013 00:00
Djavan,0.99,Um Amor Puro,MPEG audio file,USA,14/04/2009 00:00
Djavan,0.99,Álibi,MPEG audio file,Canada,15/02/2013 00:00
Djavan,0.99,Álibi,MPEG audio file,Germany,31/10/2011 00:00
Dread Zeppelin,0.99,Your Time Is Gonna Come,Protected AAC audio file,France,19/06/2011 00:00
Ed Motta,0.99,Agora Que O Dia Acordou,MPEG audio file,USA,22/06/2010 00:00
Ed Motta,0.99,Do You Have Other Loves?,MPEG audio file,France,07/01/2013 00:00
Ed Motta,0.99,Entre E Ouça,MPEG audio file,USA,22/06/2010 00:00
Ed Motta,0.99,Manuel,MPEG audio file,France,07/01/2013 00:00
Ed Motta,0.99,Seis Da Tarde,MPEG audio file,France,14/03/2009 00:00
Ed Motta,0.99,Um Love,MPEG audio file,India,30/09/2011 00:00
Edo de Waart & San Francisco Symphony,0.99,Two Fanfares for Orchestra: II. Short Ride in a Fast Machine,Protected AAC audio file,Norway,29/06/2011 00:00
Elis Regina,0.99,"Alô, Alô, Marciano",MPEG audio file,France,02/03/2013 00:00
Elis Regina,0.99,Aprendendo A Jogar,MPEG audio file,Chile,22/11/2011 00:00
Elis Regina,0.99,As Aparências Enganam,MPEG audio file,France,02/03/2013 00:00
Elis Regina,0.99,Atrás da Porta,MPEG audio file,France,02/03/2013 00:00
Elis Regina,0.99,Casa no Campo,MPEG audio file,United Kingdom,21/11/2011 00:00
Elis Regina,0.99,"Dois Pra Lá, Dois Pra Cá",MPEG audio file,India,23/07/2010 00:00
Elis Regina,0.99,"Dois Pra Lá, Dois Pra Cá",MPEG audio file,United Kingdom,08/11/2011 00:00
Elis Regina,0.99,Fascinação,MPEG audio file,USA,14/04/2009 00:00
Elis Regina,0.99,Madalena,MPEG audio file,Chile,22/11/2011 00:00
Elis Regina,0.99,Maria Rosa,MPEG audio file,India,23/07/2010 00:00
Elis Regina,0.99,Me Deixas Louca,MPEG audio file,Australia,21/11/2011 00:00
Elis Regina,0.99,Romaria,MPEG audio file,United Kingdom,21/11/2011 00:00
Elis Regina,0.99,Saudosa Maloca,MPEG audio file,Australia,21/11/2011 00:00
"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",0.99,"Concerto for Piano No. 2 in F Minor, Op. 21: II. Larghetto",Protected AAC audio file,India,27/10/2012 00:00
Emerson String Quartet,0.99,"String Quartet No. 12 in C Minor, D. 703 ""Quartettsatz"": II. Andante - Allegro assai",Protected AAC audio file,Brazil,01/11/2012 00:00
Emerson String Quartet,0.99,"String Quartet No. 12 in C Minor, D. 703 ""Quartettsatz"": II. Andante - Allegro assai",Protected AAC audio file,Italy,13/04/2010 00:00
English Concert & Trevor Pinnock,0.99,Canon and Gigue in D Major: I. Canon,Protected AAC audio file,Norway,29/06/2011 00:00
"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",0.99,"Music for the Funeral of Queen Mary: VI. ""Thou Knowest, Lord, the Secrets of Our Hearts""",Protected AAC audio file,Brazil,01/11/2012 00:00
"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",0.99,"Music for the Funeral of Queen Mary: VI. ""Thou Knowest, Lord, the Secrets of Our Hearts""",Protected AAC audio file,France,12/04/2010 00:00
Eric Clapton,0.99,A Paz,MPEG audio file,USA,02/04/2013 00:00
Eric Clapton,0.99,After Midnight,MPEG audio file,Italy,05/03/2013 00:00
Eric Clapton,0.99,Alberta,MPEG audio file,Germany,23/11/2011 00:00
Eric Clapton,0.99,Aquele Abraço,MPEG audio file,Chile,15/05/2009 00:00
Eric Clapton,0.99,Badge,MPEG audio file,Chile,22/11/2011 00:00
Eric Clapton,0.99,Before You Accuse Me,MPEG audio file,Germany,23/11/2011 00:00
Eric Clapton,0.99,Beira Mar,MPEG audio file,Canada,09/12/2011 00:00
Eric Clapton,0.99,Beira Mar,MPEG audio file,Germany,23/08/2010 00:00
Eric Clapton,0.99,Bell Bottom Blues,MPEG audio file,Germany,23/11/2011 00:00
Eric Clapton,0.99,Crossroads,MPEG audio file,France,02/03/2013 00:00
Eric Clapton,0.99,Expresso 2222,MPEG audio file,Portugal,22/12/2011 00:00
Eric Clapton,0.99,Hey Hey,MPEG audio file,USA,14/08/2010 00:00
Eric Clapton,0.99,Knockin On Heavens Door,MPEG audio file,Canada,13/08/2010 00:00
Eric Clapton,0.99,Lay Down Sally,MPEG audio file,Brazil,31/07/2010 00:00
Eric Clapton,0.99,Lay Down Sally,MPEG audio file,USA,14/04/2009 00:00
Eric Clapton,0.99,Layla,MPEG audio file,France,02/03/2013 00:00
Eric Clapton,0.99,Layla,MPEG audio file,USA,14/08/2010 00:00
Eric Clapton,0.99,Let It Grow,MPEG audio file,Germany,23/11/2011 00:00
Eric Clapton,0.99,Lonely Stranger,MPEG audio file,Italy,05/03/2013 00:00
Eric Clapton,0.99,Lonely Stranger,MPEG audio file,USA,14/08/2010 00:00
Eric Clapton,0.99,Nobody Knows You When You're Down & Out,MPEG audio file,Germany,23/11/2011 00:00
Eric Clapton,0.99,Old Love,MPEG audio file,USA,15/08/2010 00:00
Eric Clapton,0.99,Palco,MPEG audio file,Portugal,22/12/2011 00:00
Eric Clapton,0.99,Parabolicamará,MPEG audio file,Canada,22/12/2011 00:00
Eric Clapton,0.99,Promises,MPEG audio file,Italy,05/03/2013 00:00
Eric Clapton,0.99,Promises,MPEG audio file,USA,13/08/2010 00:00
Eric Clapton,0.99,Realce,MPEG audio file,Chile,15/05/2009 00:00
Eric Clapton,0.99,Refazenda,MPEG audio file,USA,02/04/2013 00:00
Eric Clapton,0.99,Sampa,MPEG audio file,Canada,22/12/2011 00:00
Eric Clapton,0.99,San Francisco Bay Blues,MPEG audio file,Italy,05/03/2013 00:00
Eric Clapton,0.99,Signe,MPEG audio file,USA,13/08/2010 00:00
Eric Clapton,0.99,Sunshine Of Your Love,MPEG audio file,Chile,22/11/2011 00:00
Eric Clapton,0.99,Sunshine Of Your Love,MPEG audio file,USA,14/04/2009 00:00
Eric Clapton,0.99,Swing Low Sweet Chariot,MPEG audio file,Germany,23/11/2011 00:00
Eric Clapton,0.99,Sítio Do Pica-Pau Amarelo,MPEG audio file,Germany,23/12/2011 00:00
Eric Clapton,0.99,Tears In Heaven,MPEG audio file,USA,14/04/2009 00:00
Eric Clapton,0.99,Tempo Rei,MPEG audio file,USA,02/04/2013 00:00
Eric Clapton,0.99,Toda Menina Baiana,MPEG audio file,USA,02/04/2013 00:00
Eric Clapton,0.99,Walkin' Blues,MPEG audio file,USA,14/08/2010 00:00
Eric Clapton,0.99,Wonderful Tonight,MPEG audio file,Canada,13/08/2010 00:00
Eugene Ormandy,0.99,"Jupiter, the Bringer of Jollity",Protected AAC audio file,Norway,29/06/2011 00:00
